name	input_score	output_score_100
1973	0.000000	0.159109
1974	0.000000	0.148083
1975	0.000000	0.146123
1976	0.000000	0.112215
1977	0.000000	0.134603
1978	0.000000	0.149372
1979	0.000000	0.564487
198	0.000000	0.000000
1980	0.000000	0.126438
1981	0.000000	0.424461
1982	0.000000	0.000000
1983	0.000000	0.246220
1984	0.000000	0.799099
1985	0.000000	1.573108
1986	0.000000	0.045915
1987	0.000000	1.037452
1988	0.000000	0.000000
1989	0.000000	0.081512
199	0.000000	0.131145
1990	0.000000	0.000000
1991	0.000000	0.124248
1992	0.000000	0.405691
1993	0.000000	0.116660
1994	0.000000	0.145793
1995	0.000000	0.187289
1996	0.000000	0.130705
1997	0.000000	0.307231
1998	0.000000	0.153049
1999	0.000000	0.317342
2	0.000000	0.147777
20	0.000000	0.157127
200	0.000000	0.000000
2000	0.000000	1.085517
2001	0.000000	0.979440
2002	0.000000	0.185569
2003	0.000000	0.160642
2004	0.000000	0.145793
2005	0.000000	0.188270
2006	0.000000	0.000000
2007	0.000000	0.194238
2008	0.000000	0.000000
2009	0.000000	0.000000
201	0.000000	0.157736
2010	0.000000	0.179544
2011	0.000000	0.084946
2012	0.000000	0.147836
2013	0.000000	0.116660
2014	0.000000	0.000000
2015	0.000000	0.134479
2016	0.000000	2.182175
2017	0.000000	1.872787
2018	0.000000	0.170889
2019	0.000000	0.654529
202	0.000000	0.000000
2020	0.000000	1.144388
2021	0.000000	0.000000
2022	0.000000	0.203865
2023	0.000000	0.113506
2024	0.000000	0.256718
2025	0.000000	0.139367
2026	0.000000	0.271952
2027	0.000000	0.191347
2028	0.000000	0.265136
2029	0.000000	0.369475
203	0.000000	0.133401
2030	0.000000	0.153218
2031	0.000000	0.210961
2032	0.000000	0.204213
2033	0.000000	0.264436
2034	0.000000	0.139352
2035	0.000000	0.149023
2036	0.000000	0.000000
2037	0.000000	0.288982
2038	0.000000	0.197632
2039	0.000000	0.346133
204	0.000000	0.000000
2040	0.000000	0.177560
2041	0.000000	0.353610
2042	0.000000	0.162715
2043	0.000000	0.162766
2044	0.000000	0.149023
2045	0.000000	0.102574
2046	0.000000	0.276645
2047	0.000000	0.133296
2048	0.000000	0.151561
2049	0.000000	0.120681
205	0.000000	0.000000
2050	0.000000	0.107534
2051	0.000000	0.359695
2052	100.000000	1.236319
2053	0.000000	0.130705
2054	0.000000	0.083186
2055	0.000000	0.222291
2056	0.000000	0.264436
2057	0.000000	0.246220
2058	0.000000	0.251281
2059	0.000000	0.213760
206	0.000000	0.136985
2060	0.000000	0.122193
2061	0.000000	0.217004
2062	0.000000	0.219046
2063	0.000000	0.237934
2064	0.000000	0.121720
2065	0.000000	0.133401
2066	0.000000	0.045915
2067	0.000000	0.139352
2068	0.000000	0.243789
2069	0.000000	0.117628
207	0.000000	0.320129
2070	0.000000	0.117628
2071	0.000000	0.177675
2072	0.000000	0.170909
2073	0.000000	0.128829
2074	0.000000	0.198939
2075	0.000000	0.197632
2076	0.000000	0.126413
2077	0.000000	0.111875
2078	0.000000	0.000000
2079	0.000000	0.231124
208	0.000000	0.338604
2080	0.000000	0.000000
2081	0.000000	0.151695
2082	0.000000	0.000000
2083	0.000000	0.027057
2084	0.000000	0.277093
2085	0.000000	0.256587
2086	0.000000	0.278477
2087	0.000000	0.000000
2088	0.000000	0.165474
2089	0.000000	0.268717
209	0.000000	0.286379
2090	0.000000	0.332214
2091	0.000000	0.147324
2092	0.000000	0.265957
2093	0.000000	0.265957
2094	0.000000	0.265957
2095	0.000000	0.265957
2096	0.000000	0.244853
2097	0.000000	0.133296
2098	0.000000	0.200481
2099	0.000000	0.162938
21	0.000000	0.320966
210	0.000000	0.198941
2100	0.000000	0.113506
2101	0.000000	0.000000
2102	0.000000	0.618580
2103	0.000000	0.849398
2104	0.000000	0.137020
2105	0.000000	0.291341
2106	0.000000	0.384188
2107	0.000000	0.321713
2108	0.000000	0.152747
2109	0.000000	0.204667
211	0.000000	0.000000
2110	0.000000	0.149044
2111	0.000000	0.211496
2112	0.000000	0.173681
2113	0.000000	0.000000
2114	0.000000	0.235793
2115	0.000000	0.211263
2116	0.000000	0.196394
2117	0.000000	0.130705
2118	0.000000	0.149044
2119	0.000000	0.149044
212	0.000000	0.172443
2120	0.000000	0.177560
2121	0.000000	0.000000
2122	0.000000	0.000000
2123	0.000000	0.192889
2124	0.000000	0.107534
2125	0.000000	0.139367
2126	0.000000	0.353050
2127	0.000000	0.270919
2128	0.000000	0.142853
2129	0.000000	0.374064
213	0.000000	0.176754
2130	0.000000	0.124248
2131	0.000000	0.000000
2132	0.000000	0.498246
2133	100.000000	1.511547
2134	0.000000	2.234440
2135	0.000000	0.521448
2136	0.000000	0.307231
2137	0.000000	0.342493
2138	0.000000	0.135953
2139	0.000000	0.162766
214	0.000000	0.107534
2140	0.000000	0.150863
2141	0.000000	0.373653
2142	0.000000	0.145793
2143	0.000000	0.203865
2144	0.000000	0.330429
2145	0.000000	0.214423
2146	0.000000	0.168714
2147	0.000000	0.323719
2148	0.000000	0.188270
2149	0.000000	0.188270
215	0.000000	0.130951
2150	0.000000	0.384922
2151	0.000000	0.265130
2152	0.000000	0.758718
2153	0.000000	0.109300
2154	100.000000	1.236319
2155	0.000000	0.157127
2156	0.000000	0.150057
2157	0.000000	0.148083
2158	0.000000	0.244853
2159	0.000000	0.153907
216	0.000000	1.453569
2160	0.000000	0.165474
2161	0.000000	0.168714
2162	0.000000	0.403459
2163	0.000000	0.307231
2164	0.000000	0.398827
2165	0.000000	0.264351
2166	0.000000	0.836492
2167	0.000000	0.156168
2168	0.000000	0.317848
2169	0.000000	0.271793
217	0.000000	0.142853
2170	0.000000	0.404370
2171	0.000000	0.148083
2172	0.000000	0.188270
2173	0.000000	0.203865
2174	0.000000	0.203865
2175	0.000000	0.186677
2176	0.000000	0.217655
2177	0.000000	0.580729
2178	0.000000	0.180508
2179	0.000000	0.307231
218	0.000000	0.203865
2180	0.000000	0.188270
2181	0.000000	0.249855
2182	0.000000	0.219113
2183	0.000000	0.157127
2184	0.000000	0.372653
2185	0.000000	0.157127
2186	0.000000	0.215600
2187	0.000000	0.213943
2188	0.000000	0.145793
2189	0.000000	0.242610
219	0.000000	0.216752
2190	0.000000	0.211217
2191	0.000000	0.145793
2192	0.000000	0.150057
2193	0.000000	0.150057
2194	0.000000	0.197297
2195	0.000000	0.176324
2196	0.000000	0.223473
2197	0.000000	0.205942
2198	0.000000	0.276408
2199	0.000000	0.617359
22	0.000000	0.288650
220	0.000000	0.197632
2200	0.000000	0.113506
2201	0.000000	0.198939
2202	0.000000	0.148284
2203	0.000000	0.211802
2204	0.000000	0.141975
2205	0.000000	0.134479
2206	0.000000	0.197063
2207	0.000000	0.279802
2208	0.000000	0.259472
2209	0.000000	0.163084
221	0.000000	0.000000
2210	0.000000	0.378400
2211	0.000000	0.223696
2212	0.000000	0.000000
2213	0.000000	0.158603
2214	0.000000	0.193493
2215	0.000000	0.188270
2216	0.000000	0.153218
2217	0.000000	0.176158
2218	0.000000	0.246220
2219	0.000000	0.285207
222	0.000000	0.162766
2220	0.000000	0.162766
2221	0.000000	0.138693
2222	0.000000	0.150286
2223	0.000000	0.224754
2224	0.000000	0.339621
2225	0.000000	0.162766
2226	0.000000	0.139269
2227	0.000000	0.134479
2228	0.000000	0.180508
2229	0.000000	0.195187
223	0.000000	0.000000
2230	0.000000	0.156168
2231	0.000000	0.225745
2232	0.000000	0.159630
2233	0.000000	0.218886
2234	0.000000	0.000000
2235	0.000000	0.156093
2236	0.000000	0.000000
2237	0.000000	0.224327
2238	0.000000	0.199373
2239	0.000000	0.143858
224	0.000000	0.086409
2240	0.000000	0.147836
2241	0.000000	0.325704
2242	0.000000	0.143858
2243	0.000000	0.199373
2244	0.000000	0.203865
2245	0.000000	0.252950
2246	0.000000	0.286301
2247	0.000000	0.297995
2248	0.000000	0.203865
2249	0.000000	0.121105
225	0.000000	0.000000
2250	0.000000	0.121105
2251	0.000000	0.244631
2252	0.000000	0.177560
2253	0.000000	0.216448
2254	0.000000	0.176158
2255	0.000000	0.149039
2256	0.000000	0.209147
2257	0.000000	0.148242
2258	0.000000	0.135486
2259	0.000000	0.130951
226	0.000000	0.194909
2260	0.000000	0.130951
2261	0.000000	0.139352
2262	0.000000	0.159630
2263	0.000000	0.293480
2264	0.000000	0.266145
2265	0.000000	0.539951
2266	0.000000	0.314326
2267	0.000000	0.340292
2268	0.000000	0.132985
2269	0.000000	0.320175
227	0.000000	0.159191
2270	0.000000	0.174551
2271	0.000000	0.127205
2272	0.000000	0.251503
2273	0.000000	0.379509
2274	0.000000	0.172521
2275	0.000000	0.176158
2276	0.000000	0.203865
2277	0.000000	0.135245
2278	0.000000	0.192889
2279	0.000000	0.255746
228	0.000000	0.130782
2280	0.000000	0.289338
2281	0.000000	0.172521
2282	0.000000	0.239267
2283	0.000000	1.053655
2284	0.000000	0.130705
2285	0.000000	0.229493
2286	0.000000	0.160670
2287	0.000000	0.134479
2288	0.000000	0.261614
2289	0.000000	0.361322
229	0.000000	0.133296
2290	0.000000	0.128261
2291	0.000000	0.088180
2292	0.000000	0.229990
2293	0.000000	0.136985
2294	0.000000	0.136985
2295	0.000000	0.136985
2296	0.000000	0.145290
2297	0.000000	0.172683
2298	0.000000	0.102574
2299	0.000000	0.247303
23	0.000000	0.130705
230	0.000000	0.000000
2300	0.000000	0.191895
2301	0.000000	0.235131
2302	0.000000	0.170988
2303	0.000000	0.148083
2304	0.000000	0.078983
2305	0.000000	0.000000
2306	0.000000	0.141975
2307	0.000000	0.319581
2308	0.000000	0.138098
2309	0.000000	0.000000
231	0.000000	0.000000
2310	0.000000	0.000000
2311	0.000000	0.000000
2312	0.000000	0.246220
2313	0.000000	0.158706
2314	0.000000	0.145290
2315	0.000000	0.182852
2316	0.000000	0.150557
2317	0.000000	0.000000
2318	0.000000	0.128963
2319	0.000000	0.264436
232	0.000000	0.000000
2320	0.000000	0.165474
2321	0.000000	0.125627
2322	0.000000	0.000000
2323	0.000000	0.425698
2324	0.000000	0.162329
2325	0.000000	0.325038
2326	0.000000	1.170874
2327	0.000000	0.053771
2328	0.000000	0.188270
2329	0.000000	0.152749
233	0.000000	0.224327
2330	0.000000	0.150858
2331	0.000000	0.381072
2332	0.000000	0.224327
2333	0.000000	0.161422
2334	0.000000	0.154548
2335	0.000000	0.000000
2336	0.000000	0.156898
2337	0.000000	0.125627
2338	0.000000	0.224327
2339	0.000000	0.000000
234	0.000000	0.180508
2340	0.000000	0.150653
2341	0.000000	0.081512
2342	0.000000	0.608352
2343	0.000000	0.266756
2344	0.000000	0.196010
2345	0.000000	0.134479
2346	0.000000	0.000000
2347	0.000000	0.188368
2348	0.000000	0.152747
2349	0.000000	0.299657
235	0.000000	0.291948
2350	0.000000	0.000000
2351	0.000000	0.442674
2352	0.000000	0.000000
2353	0.000000	0.135953
2354	0.000000	0.140166
2355	0.000000	0.188565
2356	0.000000	0.000000
2357	0.000000	0.197232
2358	0.000000	0.204730
2359	0.000000	0.000000
236	0.000000	0.137994
2360	0.000000	0.426737
2361	0.000000	0.203865
2362	0.000000	0.182804
2363	0.000000	0.148056
2364	0.000000	0.133631
2365	0.000000	0.072414
2366	0.000000	0.225960
2367	0.000000	0.189540
2368	0.000000	0.152747
2369	0.000000	0.027057
237	0.000000	0.000000
2370	0.000000	0.193085
2371	0.000000	0.162394
2372	0.000000	0.298371
2373	0.000000	0.182852
2374	0.000000	0.236785
2375	0.000000	0.165474
2376	0.000000	0.298371
2377	0.000000	0.121422
2378	0.000000	2.811527
2379	0.000000	0.116922
238	0.000000	0.216726
2380	0.000000	0.261946
2381	0.000000	0.144357
2382	0.000000	0.137776
2383	0.000000	0.873974
2384	0.000000	0.608352
2385	0.000000	0.088180
2386	0.000000	0.224327
2387	0.000000	0.109300
2388	0.000000	0.360297
2389	0.000000	0.000000
239	0.000000	0.177655
2390	0.000000	0.270438
2391	0.000000	0.152689
2392	0.000000	0.377751
2393	0.000000	0.000000
2394	0.000000	0.030400
2395	0.000000	0.126019
2396	0.000000	0.102275
2397	0.000000	0.342493
2398	0.000000	0.088180
2399	0.000000	0.116922
24	0.000000	0.366737
240	0.000000	0.026876
2400	0.000000	0.246220
2401	0.000000	0.000000
2402	0.000000	0.199631
2403	0.000000	0.100841
2404	0.000000	0.199468
2405	0.000000	0.246220
2406	0.000000	0.000000
2407	0.000000	0.217846
2408	0.000000	0.272452
2409	0.000000	0.084946
241	0.000000	0.074682
2410	0.000000	0.057406
2411	0.000000	0.280012
2412	0.000000	0.063679
2413	0.000000	0.177560
2414	0.000000	0.176158
2415	0.000000	0.111875
2416	0.000000	0.120681
2417	0.000000	0.000000
2418	0.000000	0.258731
2419	0.000000	0.133480
242	0.000000	0.203327
2420	0.000000	0.139352
2421	0.000000	0.188396
2422	0.000000	0.186626
2423	0.000000	0.130705
2424	0.000000	0.156168
2425	0.000000	0.224327
2426	0.000000	0.000000
2427	0.000000	0.162329
2428	0.000000	0.114418
2429	0.000000	0.099184
243	0.000000	0.155417
2430	0.000000	0.112646
2431	0.000000	0.000000
2432	0.000000	0.165474
2433	0.000000	0.449401
2434	0.000000	0.227001
2435	0.000000	0.121076
2436	0.000000	0.000000
2437	0.000000	0.130705
2438	0.000000	0.162766
2439	0.000000	0.116922
244	0.000000	0.000000
2440	0.000000	0.000000
2441	0.000000	2.000658
2442	0.000000	0.549389
2443	0.000000	0.081512
2444	0.000000	0.133401
2445	0.000000	0.165474
2446	0.000000	0.133401
2447	0.000000	0.215197
2448	0.000000	0.133401
2449	0.000000	0.000000
245	0.000000	0.170909
2450	0.000000	0.124248
2451	0.000000	0.000000
2452	0.000000	0.000000
2453	0.000000	0.137780
2454	0.000000	0.000000
2455	0.000000	0.000000
2456	0.000000	0.171919
2457	0.000000	1.317328
2458	0.000000	1.305582
2459	0.000000	0.000000
246	0.000000	0.000000
2460	0.000000	0.141975
2461	0.000000	0.440035
2462	0.000000	0.176158
2463	0.000000	0.243320
2464	0.000000	0.276754
2465	0.000000	0.168714
2466	0.000000	0.197632
2467	0.000000	0.214423
2468	0.000000	0.000000
2469	0.000000	0.000000
247	0.000000	0.297256
2470	0.000000	0.106098
2471	0.000000	0.269880
2472	0.000000	0.162766
2473	0.000000	0.000000
2474	0.000000	0.158706
2475	0.000000	0.000000
2476	0.000000	0.000000
2477	0.000000	0.131936
2478	0.000000	0.160587
2479	0.000000	0.000000
248	0.000000	0.199410
2480	0.000000	0.108820
2481	0.000000	0.000000
2482	0.000000	0.150057
2483	0.000000	0.149079
2484	0.000000	0.371834
2485	0.000000	0.293895
2486	0.000000	0.327652
2487	0.000000	0.192889
2488	0.000000	0.000000
2489	0.000000	0.000000
249	0.000000	0.162766
2490	0.000000	0.000000
2491	0.000000	0.549389
2492	0.000000	0.234236
2493	0.000000	0.384816
2494	0.000000	0.153833
2495	0.000000	0.176633
2496	0.000000	0.135245
2497	0.000000	0.159630
2498	0.000000	0.000000
2499	0.000000	0.158706
25	0.000000	0.260213
250	0.000000	0.000000
2500	0.000000	0.451566
2501	0.000000	0.451566
2502	0.000000	0.176158
2503	0.000000	0.139352
2504	0.000000	0.186626
2505	0.000000	0.203865
2506	0.000000	0.273351
2507	0.000000	0.348859
2508	0.000000	0.311116
2509	0.000000	0.168616
251	0.000000	0.102811
2510	0.000000	0.156093
2511	0.000000	0.643620
2512	0.000000	0.000000
2513	0.000000	0.000000
2514	0.000000	0.297172
2515	0.000000	0.189940
2516	0.000000	0.133401
2517	0.000000	0.725569
2518	0.000000	0.000000
2519	0.000000	0.197632
252	0.000000	0.000000
2520	0.000000	0.315521
2521	0.000000	0.307231
2522	0.000000	0.307231
2523	0.000000	0.252162
2524	0.000000	0.246220
2525	0.000000	0.134141
2526	0.000000	0.000000
2527	0.000000	0.197632
2528	0.000000	0.133631
2529	0.000000	0.149023
253	0.000000	0.209147
2530	0.000000	0.139352
2531	0.000000	0.188312
2532	0.000000	0.167409
2533	0.000000	1.865606
2534	0.000000	1.706546
2535	0.000000	0.220785
2536	0.000000	0.152851
2537	0.000000	0.177655
2538	0.000000	0.225336
2539	0.000000	0.373668
254	0.000000	0.235336
2540	0.000000	0.100841
2541	0.000000	0.347239
2542	0.000000	0.239064
2543	0.000000	0.000000
2544	0.000000	0.130705
2545	0.000000	0.130705
2546	0.000000	0.194963
2547	0.000000	0.438247
2548	0.000000	0.238228
2549	0.000000	0.184703
255	0.000000	0.172013
2550	0.000000	0.307231
2551	0.000000	0.192889
2552	0.000000	0.307231
2553	0.000000	0.088180
2554	0.000000	0.300554
2555	0.000000	0.161422
2556	0.000000	0.197632
2557	0.000000	0.000000
2558	0.000000	0.083683
2559	0.000000	0.291111
256	0.000000	0.534320
2560	0.000000	0.197632
2561	0.000000	0.188270
2562	0.000000	0.107693
2563	0.000000	0.392685
2564	0.000000	0.223972
2565	0.000000	0.000000
2566	0.000000	0.183213
2567	0.000000	0.133296
2568	0.000000	0.244045
2569	0.000000	0.213517
257	0.000000	0.000000
2570	0.000000	0.089572
2571	0.000000	0.000000
2572	0.000000	1.358516
2573	0.000000	1.200653
2574	0.000000	0.124248
2575	0.000000	0.197632
2576	0.000000	0.160850
2577	0.000000	0.375443
2578	0.000000	0.000000
2579	0.000000	0.131936
258	0.000000	0.153218
2580	0.000000	0.330099
2581	0.000000	0.130705
2582	0.000000	0.108517
2583	0.000000	0.223250
2584	0.000000	0.285506
2585	0.000000	0.203865
2586	0.000000	0.206355
2587	0.000000	0.172443
2588	0.000000	0.000000
2589	0.000000	0.000000
259	0.000000	0.187783
2590	0.000000	0.133401
2591	0.000000	0.086409
2592	0.000000	0.185471
2593	0.000000	0.198939
2594	0.000000	0.168714
2595	0.000000	0.135278
2596	0.000000	0.000000
2597	0.000000	0.304090
2598	0.000000	0.167984
2599	0.000000	0.276645
26	0.000000	0.126563
260	0.000000	0.186732
2600	0.000000	0.123782
2601	0.000000	0.216483
2602	0.000000	0.093587
2603	0.000000	0.105630
2604	0.000000	0.000000
2605	0.000000	0.123782
2606	0.000000	0.241469
2607	0.000000	0.153218
2608	0.000000	0.177960
2609	0.000000	0.323719
261	0.000000	0.000000
2610	0.000000	0.192889
2611	0.000000	0.113506
2612	0.000000	0.000000
2613	0.000000	0.323103
2614	0.000000	0.145793
2615	0.000000	0.000000
2616	0.000000	0.188066
2617	0.000000	0.109459
2618	0.000000	0.000000
2619	0.000000	0.158430
262	0.000000	0.521448
2620	0.000000	0.221202
2621	0.000000	0.130705
2622	0.000000	0.183071
2623	0.000000	0.095894
2624	0.000000	0.221202
2625	0.000000	0.000000
2626	0.000000	0.062383
2627	0.000000	0.228866
2628	0.000000	0.203865
2629	0.000000	0.116922
263	0.000000	0.149023
2630	0.000000	0.000000
2631	0.000000	0.509213
2632	0.000000	0.535117
2633	0.000000	0.000000
2634	0.000000	0.116922
2635	0.000000	0.109459
2636	0.000000	0.141950
2637	0.000000	0.207515
2638	0.000000	0.172521
2639	0.000000	0.141975
264	0.000000	0.000000
2640	0.000000	0.152718
2641	0.000000	0.000000
2642	0.000000	1.461159
2643	0.000000	1.262151
2644	0.000000	0.274555
2645	0.000000	0.098747
2646	0.000000	2.317502
2647	0.000000	0.346671
2648	0.000000	0.148083
2649	0.000000	0.347506
265	0.000000	0.156168
2650	0.000000	0.000000
2651	0.000000	0.229868
2652	0.000000	0.545867
2653	0.000000	0.000000
2654	0.000000	0.169850
2655	0.000000	0.088180
2656	0.000000	0.284773
2657	0.000000	0.168714
2658	0.000000	0.168714
2659	0.000000	0.195790
266	0.000000	0.184194
2660	0.000000	0.158706
2661	0.000000	0.145290
2662	0.000000	0.147881
2663	0.000000	0.159191
2664	0.000000	0.114418
2665	0.000000	0.247893
2666	0.000000	0.249480
2667	0.000000	0.289338
2668	0.000000	0.106098
2669	0.000000	0.000000
267	0.000000	0.109991
2670	0.000000	0.183054
2671	0.000000	0.165918
2672	0.000000	0.104450
2673	0.000000	0.130705
2674	0.000000	0.205722
2675	0.000000	0.000000
2676	0.000000	0.040974
2677	0.000000	0.000000
2678	0.000000	0.079888
2679	0.000000	0.265904
268	0.000000	0.143834
2680	0.000000	0.149118
2681	0.000000	0.287064
2682	0.000000	0.225027
2683	0.000000	0.130705
2684	0.000000	0.149023
2685	0.000000	0.027057
2686	0.000000	0.229309
2687	0.000000	0.171929
2688	0.000000	0.000000
2689	0.000000	0.000000
269	0.000000	0.153218
2690	0.000000	0.066459
2691	0.000000	0.240459
2692	0.000000	0.000000
2693	0.000000	0.000000
2694	0.000000	0.148083
2695	0.000000	0.298695
2696	0.000000	0.209147
2697	0.000000	0.170965
2698	0.000000	0.209147
2699	0.000000	0.121552
27	0.000000	0.632675
270	0.000000	0.102191
2700	0.000000	0.176158
2701	0.000000	0.037524
2702	0.000000	0.000000
2703	0.000000	0.108517
2704	0.000000	0.198939
2705	0.000000	0.306914
2706	0.000000	0.389092
2707	0.000000	0.234699
2708	0.000000	0.172443
2709	0.000000	0.142853
271	0.000000	0.200034
2710	0.000000	0.151324
2711	0.000000	0.244558
2712	0.000000	0.152749
2713	0.000000	0.209147
2714	0.000000	0.134479
2715	0.000000	0.129811
2716	0.000000	0.154147
2717	0.000000	0.000000
2718	0.000000	0.160662
2719	0.000000	0.372653
272	0.000000	0.000000
2720	0.000000	0.372653
2721	0.000000	0.146831
2722	0.000000	0.147324
2723	0.000000	0.147324
2724	0.000000	0.147324
2725	0.000000	0.262653
2726	0.000000	0.214756
2727	0.000000	0.491617
2728	0.000000	0.000000
2729	0.000000	0.159630
273	0.000000	0.276645
2730	0.000000	0.153218
2731	0.000000	0.108702
2732	0.000000	0.223250
2733	0.000000	0.134479
2734	0.000000	0.134479
2735	0.000000	0.211353
2736	0.000000	0.158264
2737	0.000000	0.281323
2738	0.000000	0.220146
2739	0.000000	0.159074
274	0.000000	0.127498
2740	0.000000	0.133774
2741	0.000000	0.270223
2742	0.000000	0.631442
2743	0.000000	0.884829
2744	0.000000	0.148083
2745	0.000000	0.150676
2746	0.000000	0.000000
2747	0.000000	0.137020
2748	0.000000	0.280159
2749	0.000000	0.295886
275	0.000000	0.127498
2750	0.000000	0.189791
2751	0.000000	0.189791
2752	0.000000	0.582919
2753	0.000000	0.129054
2754	0.000000	0.129054
2755	0.000000	0.189791
2756	0.000000	0.189791
2757	0.000000	0.189791
2758	0.000000	0.129054
2759	0.000000	0.127498
276	0.000000	0.128200
2760	0.000000	0.127498
2761	0.000000	0.127498
2762	0.000000	0.184185
2763	0.000000	0.203865
2764	0.000000	0.203865
2765	0.000000	0.257030
2766	0.000000	0.154531
2767	0.000000	0.276408
2768	0.000000	0.404638
2769	0.000000	0.404638
277	0.000000	0.189437
2770	0.000000	0.631442
2771	0.000000	0.361126
2772	0.000000	0.270417
2773	0.000000	0.165474
2774	0.000000	0.203865
2775	0.000000	0.000000
2776	0.000000	0.404638
2777	0.000000	0.000000
2778	0.000000	1.085177
2779	0.000000	0.276408
278	0.000000	0.141748
2780	0.000000	0.180508
2781	0.000000	0.197632
2782	0.000000	0.162766
2783	0.000000	0.246220
2784	0.000000	0.155547
2785	0.000000	0.176158
2786	0.000000	0.203865
2787	0.000000	0.124248
2788	0.000000	0.265957
2789	0.000000	0.132978
279	0.000000	0.095316
2790	0.000000	0.267936
2791	0.000000	0.160662
2792	0.000000	0.521050
2793	0.000000	0.155547
2794	0.000000	0.197632
2795	0.000000	0.224372
2796	0.000000	0.210213
2797	0.000000	0.521448
2798	0.000000	0.134097
2799	0.000000	0.177560
28	0.000000	0.643517
280	0.000000	0.179093
2800	0.000000	0.133296
2801	0.000000	0.301279
2802	0.000000	0.354860
2803	0.000000	0.000000
2804	0.000000	0.000000
2805	0.000000	0.245349
2806	0.000000	0.227315
2807	0.000000	0.188270
2808	0.000000	0.000000
2809	0.000000	0.000000
281	0.000000	0.083186
2810	0.000000	0.208966
2811	0.000000	0.203865
2812	0.000000	0.130705
2813	0.000000	0.158706
2814	0.000000	0.130951
2815	0.000000	0.207689
2816	0.000000	0.154531
2817	0.000000	0.253424
2818	0.000000	0.162766
2819	0.000000	0.177655
282	0.000000	0.188884
2820	0.000000	0.216049
2821	0.000000	0.134479
2822	0.000000	0.000000
2823	0.000000	0.000000
2824	0.000000	0.235551
2825	0.000000	0.168714
2826	0.000000	0.139352
2827	0.000000	0.202570
2828	0.000000	0.521448
2829	0.000000	0.227315
283	0.000000	0.142450
2830	0.000000	0.162766
2831	0.000000	0.153218
2832	0.000000	0.170576
2833	0.000000	0.244311
2834	0.000000	0.176158
2835	0.000000	0.207968
2836	0.000000	0.151258
2837	0.000000	0.305541
2838	0.000000	0.000000
2839	0.000000	0.000000
284	0.000000	0.086281
2840	0.000000	0.209147
2841	0.000000	0.083683
2842	0.000000	0.000000
2843	0.000000	0.193054
2844	0.000000	0.026095
2845	0.000000	0.101662
2846	0.000000	0.142853
2847	0.000000	0.000000
2848	0.000000	1.582712
2849	0.000000	1.504157
285	0.000000	0.171570
2850	0.000000	0.131495
2851	0.000000	0.142190
2852	0.000000	0.197632
2853	0.000000	0.162766
2854	0.000000	0.158706
2855	0.000000	0.211980
2856	0.000000	0.107302
2857	0.000000	0.133296
2858	0.000000	0.078230
2859	0.000000	0.155547
286	0.000000	0.000000
2860	0.000000	0.130705
2861	0.000000	0.184720
2862	0.000000	0.366053
2863	0.000000	0.188270
2864	0.000000	0.139352
2865	0.000000	0.172600
2866	0.000000	0.160587
2867	0.000000	0.606871
2868	0.000000	0.289387
2869	0.000000	0.000000
287	0.000000	0.156500
2870	0.000000	0.162938
2871	0.000000	0.141975
2872	0.000000	0.000000
2873	0.000000	0.172013
2874	0.000000	0.217121
2875	0.000000	0.130705
2876	0.000000	0.000000
2877	0.000000	0.116922
2878	0.000000	0.273443
2879	0.000000	0.000000
288	0.000000	0.150057
2880	0.000000	0.261738
2881	0.000000	0.298371
2882	0.000000	0.137020
2883	0.000000	0.210759
2884	0.000000	0.196186
2885	0.000000	0.138098
2886	0.000000	0.160587
2887	0.000000	0.239997
2888	0.000000	0.208077
2889	0.000000	0.153218
289	0.000000	0.188270
2890	0.000000	0.196010
2891	0.000000	0.246220
2892	0.000000	0.513590
2893	0.000000	0.000000
2894	0.000000	0.224327
2895	0.000000	0.156921
2896	0.000000	0.156921
2897	0.000000	0.159630
2898	0.000000	0.320378
2899	0.000000	0.000000
29	0.000000	0.259470
290	0.000000	0.224327
2900	0.000000	0.218762
2901	0.000000	0.458594
2902	0.000000	0.151756
2903	0.000000	0.161373
2904	0.000000	0.156500
2905	0.000000	0.116660
2906	0.000000	0.112646
2907	0.000000	0.323719
2908	0.000000	0.160064
2909	0.000000	0.162766
291	0.000000	0.187185
2910	0.000000	0.084041
2911	0.000000	0.137454
2912	0.000000	0.081512
2913	0.000000	0.360297
2914	0.000000	0.312815
2915	0.000000	0.164096
2916	0.000000	0.188368
2917	0.000000	0.000000
2918	0.000000	0.320175
2919	0.000000	0.162766
292	0.000000	0.148317
2920	0.000000	0.153907
2921	0.000000	0.126911
2922	0.000000	0.000000
2923	0.000000	0.101132
2924	0.000000	0.221202
2925	0.000000	0.394212
2926	0.000000	0.106098
2927	0.000000	0.000000
2928	0.000000	0.149023
2929	0.000000	0.442870
293	0.000000	0.274094
2930	0.000000	0.120416
2931	100.000000	1.808746
2932	0.000000	0.227315
2933	0.000000	0.000000
2934	0.000000	0.310243
2935	0.000000	0.113506
2936	0.000000	0.000000
2937	0.000000	0.756161
2938	0.000000	0.132978
2939	0.000000	0.246220
294	0.000000	0.000000
2940	0.000000	0.105103
2941	0.000000	0.000000
2942	0.000000	0.219118
2943	0.000000	0.515566
2944	0.000000	0.086409
2945	0.000000	0.000000
2946	0.000000	0.268544
2947	0.000000	0.000000
2948	0.000000	0.000000
