name	input_score	output_score_100
1944	0.000000	0.162766
1945	0.000000	0.130705
1946	0.000000	0.156093
1947	0.000000	0.183287
1948	0.000000	0.177560
1949	0.000000	0.279170
195	0.000000	0.000000
1950	0.000000	0.000000
1951	0.000000	0.000000
1952	0.000000	0.000000
1953	0.000000	0.177981
1954	0.000000	0.133401
1955	0.000000	0.176158
1956	0.000000	0.153218
1957	0.000000	0.162735
1958	0.000000	0.113506
1959	0.000000	0.113506
196	0.000000	0.130705
1960	0.000000	0.200970
1961	0.000000	0.240264
1962	0.000000	0.197632
1963	0.000000	0.147324
1964	0.000000	0.000000
1965	0.000000	0.120416
1966	0.000000	0.300767
1967	0.000000	0.000000
1968	0.000000	0.099349
1969	0.000000	0.128963
197	0.000000	0.130705
1970	0.000000	0.000000
1971	0.000000	0.109459
1972	0.000000	0.138628
