GeneName	GOTerm	TermLevel
Thbs1	negative regulation of fatty acid transport	1
Thbs1	negative regulation of fibrinolysis	0
Thbs1	negative regulation of fibroblast growth factor receptor signaling pathway	0
Thbs1	negative regulation of hydrolase activity	4
Thbs1	negative regulation of immune system process	2
Thbs1	negative regulation of interleukin-12 production	0
Thbs1	negative regulation of lipid transport	2
Thbs1	negative regulation of locomotion	4
Thbs1	negative regulation of macromolecule metabolic process	3
Thbs1	negative regulation of metabolic process	4
Thbs1	negative regulation of molecular function	6
Thbs1	negative regulation of multicellular organismal process	2
Thbs1	negative regulation of nitric oxide mediated signal transduction	0
Thbs1	negative regulation of organic acid transport	2
Thbs1	negative regulation of peptidase activity	3
Thbs1	negative regulation of plasma membrane long-chain fatty acid transport	0
Thbs1	negative regulation of plasminogen activation	0
Thbs1	negative regulation of programmed cell death	1
Thbs1	negative regulation of protein metabolic process	2
Thbs1	negative regulation of protein processing	1
Thbs1	negative regulation of response to stimulus	2
Thbs1	negative regulation of signal transduction	1
Thbs1	negative regulation of signaling	2
Thbs1	negative regulation of transmembrane transport	1
Thbs1	negative regulation of transport	3
Thbs1	organ development	6
Thbs1	organ morphogenesis	5
Thbs1	peptide cross-linking	0
Thbs1	phagocytosis	2
Thbs1	phagocytosis, engulfment	1
Thbs1	phosphate-containing compound metabolic process	3
Thbs1	phosphorus metabolic process	4
Thbs1	phosphorylation	2
Thbs1	positive regulation of MAP kinase activity	1
Thbs1	positive regulation of angiogenesis	0
Thbs1	positive regulation of apoptotic process	1
Thbs1	positive regulation of behavior	1
Thbs1	positive regulation of biological process	10
Thbs1	positive regulation of biosynthetic process	3
Thbs1	positive regulation of blood coagulation	1
Thbs1	positive regulation of blood vessel endothelial cell migration	0
Thbs1	positive regulation of catalytic activity	6
Thbs1	positive regulation of cell activation	2
Thbs1	positive regulation of cell adhesion	1
Thbs1	positive regulation of cell communication	3
Thbs1	positive regulation of cell death	3
Thbs1	positive regulation of cell migration	2
Thbs1	positive regulation of cell motility	3
Thbs1	positive regulation of cell-substrate adhesion	0
Thbs1	positive regulation of cellular biosynthetic process	2
Thbs1	positive regulation of cellular component movement	4
Thbs1	positive regulation of cellular metabolic process	8
Thbs1	positive regulation of cellular process	9
Thbs1	positive regulation of cellular protein metabolic process	6
Thbs1	positive regulation of chemotaxis	0
Thbs1	positive regulation of coagulation	2
Thbs1	positive regulation of cytokine biosynthetic process	1
Thbs1	positive regulation of developmental process	1
Thbs1	positive regulation of endothelial cell migration	1
Thbs1	positive regulation of fibroblast migration	0
Thbs1	positive regulation of hemostasis	2
Thbs1	positive regulation of immune system process	2
Thbs1	positive regulation of intracellular protein kinase cascade	1
Thbs1	positive regulation of kinase activity	4
Thbs1	positive regulation of leukocyte activation	1
Thbs1	positive regulation of locomotion	4
Thbs1	positive regulation of macromolecule biosynthetic process	2
Thbs1	positive regulation of macromolecule metabolic process	8
Thbs1	positive regulation of macrophage activation	0
Thbs1	positive regulation of metabolic process	9
Thbs1	positive regulation of molecular function	7
Thbs1	positive regulation of multicellular organismal process	3
Thbs1	positive regulation of phosphate metabolic process	6
Thbs1	positive regulation of phosphorus metabolic process	7
Thbs1	positive regulation of phosphorylation	5
Thbs1	positive regulation of programmed cell death	2
Thbs1	positive regulation of protein kinase B signaling cascade	0
Thbs1	positive regulation of protein kinase activity	3
Thbs1	positive regulation of protein metabolic process	7
Thbs1	positive regulation of protein modification process	5
Thbs1	positive regulation of protein phosphorylation	4
Thbs1	positive regulation of protein serine/threonine kinase activity	2
Thbs1	positive regulation of reactive oxygen species metabolic process	0
Thbs1	positive regulation of response to external stimulus	1
Thbs1	positive regulation of response to stimulus	3
Thbs1	positive regulation of signal transduction	2
Thbs1	positive regulation of signaling	3
Thbs1	positive regulation of transferase activity	5
Thbs1	positive regulation of transforming growth factor beta receptor signaling pathway	0
Thbs1	positive regulation of translation	0
Thbs1	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1
Thbs1	positive regulation of tumor necrosis factor biosynthetic process	0
Thbs1	posttranscriptional regulation of gene expression	2
Thbs1	primary metabolic process	5
Thbs1	programmed cell death	3
Thbs1	protein metabolic process	4
Thbs1	protein modification process	3
Thbs1	protein phosphorylation	1
Thbs1	regulation of MAP kinase activity	2
Thbs1	regulation of anatomical structure morphogenesis	2
Thbs1	regulation of angiogenesis	1
Thbs1	regulation of antigen processing and presentation	2
Thbs1	regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	1
Thbs1	regulation of apoptotic process	2
Thbs1	regulation of behavior	2
Thbs1	regulation of biological process	11
Thbs1	regulation of biosynthetic process	4
Thbs1	regulation of blood coagulation	2
Thbs1	regulation of blood vessel endothelial cell migration	1
Thbs1	regulation of cGMP-mediated signaling	1
Thbs1	regulation of catalytic activity	7
Thbs1	regulation of cell activation	3
Thbs1	regulation of cell adhesion	3
Thbs1	regulation of cell communication	4
Thbs1	regulation of cell cycle	2
Thbs1	regulation of cell death	4
Thbs1	regulation of cell migration	3
Thbs1	regulation of cell motility	4
Thbs1	regulation of cell proliferation	3
Thbs1	regulation of cell-matrix adhesion	1
Thbs1	regulation of cell-substrate adhesion	2
Thbs1	regulation of cellular biosynthetic process	3
Thbs1	regulation of cellular component movement	5
Thbs1	regulation of cellular macromolecule biosynthetic process	2
Thbs1	regulation of cellular metabolic process	9
Thbs1	regulation of cellular process	10
Thbs1	regulation of cellular protein metabolic process	7
Thbs1	regulation of chemotaxis	1
Thbs1	regulation of coagulation	3
Thbs1	regulation of cysteine-type endopeptidase activity	2
Thbs1	regulation of cysteine-type endopeptidase activity involved in apoptotic process	1
Thbs1	regulation of cytokine biosynthetic process	2
Thbs1	regulation of cytokine production	3
Thbs1	regulation of dendritic cell antigen processing and presentation	1
Thbs1	regulation of developmental process	3
Thbs1	regulation of endopeptidase activity	3
Thbs1	regulation of endothelial cell migration	2
Thbs1	regulation of endothelial cell proliferation	1
Thbs1	regulation of epithelial cell proliferation	2
Thbs1	regulation of fatty acid transport	2
Thbs1	regulation of fibrinolysis	1
Thbs1	regulation of fibroblast growth factor receptor signaling pathway	1
Thbs1	regulation of fibroblast migration	1
Thbs1	regulation of gene expression	3
Thbs1	regulation of hemostasis	3
Thbs1	regulation of hydrolase activity	5
Thbs1	regulation of immune system process	3
Thbs1	regulation of interleukin-12 production	1
Thbs1	regulation of intracellular protein kinase cascade	2
Thbs1	regulation of kinase activity	5
Thbs1	regulation of leukocyte activation	2
Thbs1	regulation of lipid transport	3
Thbs1	regulation of localization	6
Thbs1	regulation of locomotion	5
Thbs1	regulation of macromolecule biosynthetic process	3
Thbs1	regulation of macromolecule metabolic process	9
Thbs1	regulation of macrophage activation	1
Thbs1	regulation of metabolic process	10
Thbs1	regulation of molecular function	8
Thbs1	regulation of multicellular organismal development	2
Thbs1	regulation of multicellular organismal process	4
Thbs1	regulation of nitric oxide mediated signal transduction	1
Thbs1	regulation of organic acid transport	3
Thbs1	regulation of peptidase activity	4
Thbs1	regulation of phosphate metabolic process	7
Thbs1	regulation of phosphorus metabolic process	8
Thbs1	regulation of phosphorylation	6
Thbs1	regulation of plasma membrane long-chain fatty acid transport	1
Thbs1	regulation of plasminogen activation	1
Thbs1	regulation of primary metabolic process	9
Thbs1	regulation of programmed cell death	3
Thbs1	regulation of protein kinase B signaling cascade	1
Thbs1	regulation of protein kinase activity	4
Thbs1	regulation of protein metabolic process	8
Thbs1	regulation of protein modification process	6
Thbs1	regulation of protein phosphorylation	5
Thbs1	regulation of protein processing	2
Thbs1	regulation of protein serine/threonine kinase activity	3
Thbs1	regulation of reactive oxygen species metabolic process	1
Thbs1	regulation of response to external stimulus	3
Thbs1	regulation of response to stimulus	5
Thbs1	regulation of response to stress	4
Thbs1	regulation of signal transduction	3
Thbs1	regulation of signaling	4
Thbs1	regulation of transferase activity	6
Thbs1	regulation of transforming growth factor beta receptor signaling pathway	1
Thbs1	regulation of translation	1
Thbs1	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	2
Thbs1	regulation of transmembrane transport	2
Thbs1	regulation of transport	4
Thbs1	regulation of tumor necrosis factor biosynthetic process	1
Thbs1	regulation of tumor necrosis factor production	2
Thbs1	regulation of wound healing	3
Thbs1	response to calcium ion	0
Thbs1	response to carbohydrate stimulus	3
Thbs1	response to chemical stimulus	5
Thbs1	response to glucose stimulus	0
Thbs1	response to hexose stimulus	1
Thbs1	response to inorganic substance	2
Thbs1	response to magnesium ion	0
Thbs1	response to metal ion	1
Thbs1	response to monosaccharide stimulus	2
Thbs1	response to organic substance	4
Thbs1	response to stimulus	6
Thbs1	response to stress	2
Thbs1	response to wounding	1
Thbs1	skeletal system development	5
Thbs1	skeletal system morphogenesis	4
Thbs1	sprouting angiogenesis	0
Thbs1	system development	7
Thbs1	tissue development	4
Thbs1	transport	5
Thbs1	vasculature development	4
Thbs1	vesicle-mediated transport	4
Cdh13	Rac protein signal transduction	0
Cdh13	Ras protein signal transduction	1
Cdh13	Rho protein signal transduction	0
Cdh13	anatomical structure development	8
Cdh13	anatomical structure formation involved in morphogenesis	2
Cdh13	anatomical structure morphogenesis	3
Cdh13	angiogenesis	1
Cdh13	anti-apoptosis	2
Cdh13	biological adhesion	3
Cdh13	biological regulation	9
Cdh13	biological_process	10
Cdh13	blood vessel development	3
Cdh13	blood vessel morphogenesis	2
Cdh13	calcium-dependent cell-cell adhesion	0
Cdh13	cardiovascular system development	5
Cdh13	cell adhesion	2
Cdh13	cell communication	5
Cdh13	cell migration	1
Cdh13	cell motility	2
Cdh13	cell projection assembly	1
Cdh13	cell projection organization	2
Cdh13	cell proliferation	1
Cdh13	cell-cell adhesion	1
Cdh13	cellular component assembly	3
Cdh13	cellular component assembly at cellular level	2
Cdh13	cellular component biogenesis	4
Cdh13	cellular component movement	3
Cdh13	cellular component organization	4
Cdh13	cellular component organization at cellular level	3
Cdh13	cellular component organization or biogenesis	5
Cdh13	cellular component organization or biogenesis at cellular level	4
Cdh13	cellular localization	1
Cdh13	cellular process	6
Cdh13	cellular response to chemical stimulus	4
Cdh13	cellular response to endogenous stimulus	3
Cdh13	cellular response to lipoprotein particle stimulus	2
Cdh13	cellular response to low-density lipoprotein particle stimulus	1
Cdh13	cellular response to organic substance	3
Cdh13	cellular response to stimulus	5
Cdh13	circulatory system development	6
Cdh13	developmental process	9
Cdh13	endothelial cell migration	0
Cdh13	homophilic cell adhesion	0
Cdh13	intracellular signal transduction	3
Cdh13	keratinocyte proliferation	0
Cdh13	lamellipodium assembly	0
Cdh13	lipoprotein particle mediated signaling	1
Cdh13	localization	4
Cdh13	localization of cell	3
Cdh13	localization within membrane	0
Cdh13	locomotion	3
Cdh13	low-density lipoprotein particle mediated signaling	0
Cdh13	multicellular organismal development	8
Cdh13	multicellular organismal process	9
Cdh13	negative regulation of apoptotic process	3
Cdh13	negative regulation of biological process	7
Cdh13	negative regulation of cell adhesion	0
Cdh13	negative regulation of cell death	5
Cdh13	negative regulation of cell proliferation	0
Cdh13	negative regulation of cellular process	6
Cdh13	negative regulation of programmed cell death	4
Cdh13	positive regulation of behavior	2
Cdh13	positive regulation of biological process	4
Cdh13	positive regulation of calcium-mediated signaling	0
Cdh13	positive regulation of cell adhesion	2
Cdh13	positive regulation of cell communication	2
Cdh13	positive regulation of cell migration	0
